timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2019-11-07 23:48:00,9217.16,9219.66,9215.48,9219.19,62.538,1573170539999,576396.50127,148,45.472,419098.65476,0
2019-11-07 23:49:00,9219.18,9226.60,9217.64,9222.50,40.541,1573170599999,373843.94122,96,37.480,345620.18182,0
2019-11-07 23:50:00,9222.90,9230,9220.81,9229.43,31.141,1573170659999,287311.13020,133,27.410,252884.36695,0
2019-11-07 23:51:00,9229.20,9229.20,9223.24,9226.30,10.672,1573170719999,98456.93656,74,6.600,60892.70549,0
2019-11-07 23:52:00,9226.50,9228.57,9224.67,9225.58,15.340,1573170779999,141543.34778,69,6.405,59102.89334,0
2019-11-07 23:53:00,9226.62,9226.62,9220.42,9220.64,71.813,1573170839999,662464.79110,119,2.702,24921.21286,0
2019-11-07 23:54:00,9220.64,9223.43,9220.64,9222.23,31.357,1573170899999,289160.17813,54,27.506,253649.29288,0
2019-11-07 23:55:00,9223.34,9227.30,9223.34,9225.16,62.668,1573170959999,578144.28699,112,26.694,246250.88254,0
2019-11-07 23:56:00,9225.70,9226.48,9224.91,9224.91,13.123,1573171019999,121071.00792,48,7.737,71380.57554,0
2019-11-07 23:57:00,9225.26,9225.57,9222.41,9222.90,14.529,1573171079999,134017.04545,44,6.342,58502.56447,0
2019-11-07 23:58:00,9222.50,9222.84,9219.06,9219.06,11.102,1573171139999,102380.94157,37,5.610,51738.24339,0
2019-11-07 23:59:00,9218.60,9221.52,9214.01,9219.64,68.855,1573171199999,634688.85284,86,29.589,272777.08141,0
2019-11-08 00:00:00,9221.63,9221.65,9212.12,9216.05,37.819,1573171259999,348534.03436,93,7.081,65260.80212,0
2019-11-08 00:01:00,9216.41,9222.02,9216.21,9219.41,73.235,1573171319999,675284.07099,111,25.883,238614.85552,0
2019-11-08 00:02:00,9219.49,9221.33,9213.46,9215.53,56.002,1573171379999,516181.32621,143,27.442,252981.61029,0
2019-11-08 00:03:00,9214.62,9215.91,9199.50,9202.40,142.435,1573171439999,1311533.14123,286,19.394,178616.68586,0
2019-11-08 00:04:00,9202.41,9206.13,9195.17,9203,136.827,1573171499999,1259092.51647,286,48.206,443645.12087,0
2019-11-08 00:05:00,9203.43,9204.05,9189.48,9196.41,276.364,1573171559999,2541373.88317,405,78.775,724272.62723,0
2019-11-08 00:06:00,9197.35,9198.21,9185.02,9190.75,123.538,1573171619999,1135478.80161,207,59.195,544159.38992,0
2019-11-08 00:07:00,9190.70,9191.01,9180,9186.33,102.148,1573171679999,938249.27108,198,32.655,299952.73130,0
2019-11-08 00:08:00,9186.34,9198.64,9186.34,9195,141.408,1573171739999,1299803.51300,228,97.631,897518.32222,0
2019-11-08 00:09:00,9194.97,9203.59,9194.97,9201.68,64.503,1573171799999,593516.21748,138,25.774,237136.21976,0
2019-11-08 00:10:00,9201,9201,9196.52,9198.97,27.821,1573171859999,255924.04553,97,12.513,115105.54889,0
2019-11-08 00:11:00,9199.02,9199.85,9190,9198.81,72.238,1573171919999,664209.03220,131,22.978,211297.72652,0
2019-11-08 00:12:00,9198.30,9198.30,9188,9190.82,57.563,1573171979999,529154.07577,94,0.539,4954.77601,0
2019-11-08 00:13:00,9190.82,9196,9190.42,9191.55,54.459,1573172039999,500629.50850,116,31.811,292406.84570,0
2019-11-08 00:14:00,9191.63,9199,9191.63,9197.62,59.481,1573172099999,546986.01286,75,51.518,473739.39958,0
2019-11-08 00:15:00,9197.60,9197.62,9190.63,9192.99,52.316,1573172159999,480929.52262,89,8.646,79484.46869,0
2019-11-08 00:16:00,9192.66,9193.88,9186,9187.95,70.660,1573172219999,649418.52323,138,18.056,165983.05002,0
2019-11-08 00:17:00,9187.63,9196,9186,9191.65,84.900,1573172279999,780425.39121,145,51.215,470802.55999,0
2019-11-08 00:18:00,9191.31,9191.31,9188,9189,36.030,1573172339999,331095.46066,63,16.784,154229.55897,0
2019-11-08 00:19:00,9188.97,9194.39,9186,9193.11,52.424,1573172399999,481694.84714,107,28.171,258864.07403,0
2019-11-08 00:20:00,9194.95,9197,9192.99,9197,50.614,1573172459999,465391.11917,83,41.543,381997.47564,0
2019-11-08 00:21:00,9196.99,9206.99,9196.99,9200.31,114.679,1573172519999,1055198.55393,204,63.167,581232.51316,0
2019-11-08 00:22:00,9200.94,9205.35,9198.82,9199.56,78.645,1573172579999,723706.81562,143,38.094,350580.41060,0
2019-11-08 00:23:00,9201.38,9204.17,9195.27,9197,50.671,1573172639999,466126.70466,118,18.601,171140.29686,0
2019-11-08 00:24:00,9197.29,9197.29,9192.93,9194.02,82.715,1573172699999,760475.12141,110,56.559,519980.45596,0
2019-11-08 00:25:00,9193.81,9194.03,9192.33,9192.94,20.831,1573172759999,191503.36564,51,2.016,18533.89387,0
2019-11-08 00:26:00,9192.94,9196,9192.45,9195.40,13.125,1573172819999,120669.79504,52,12.738,117112.21485,0
2019-11-08 00:27:00,9195.40,9197.91,9194.88,9196.93,24.766,1573172879999,227751.73842,45,24.108,221701.21291,0
2019-11-08 00:28:00,9197.91,9200.99,9195.51,9198.17,36.185,1573172939999,332843.29289,88,16.426,151092.67773,0
2019-11-08 00:29:00,9196.12,9199.90,9196.12,9197.40,23.543,1573172999999,216546.82865,46,22.063,202935.07427,0
2019-11-08 00:30:00,9198.77,9199.30,9196.16,9199.30,20.792,1573173059999,191232.54565,45,8.967,82483.59910,0
2019-11-08 00:31:00,9199.74,9207,9199.74,9206.49,92.704,1573173119999,853217.71633,122,45.747,420981.16061,0
2019-11-08 00:32:00,9207,9211,9205.30,9205.36,36.670,1573173179999,337662.49901,134,19.052,175453.08240,0
2019-11-08 00:33:00,9205.36,9215.81,9205.31,9215.81,55.528,1573173239999,511500.84404,173,52.217,481005.95056,0
2019-11-08 00:34:00,9214.51,9215.93,9211.77,9213.58,34.970,1573173299999,322210.27272,117,9.462,87190.77816,0
2019-11-08 00:35:00,9212.58,9212.70,9206.93,9208.80,69.893,1573173359999,643668.40672,92,18.029,165999.26925,0
2019-11-08 00:36:00,9208.80,9211.99,9206.50,9211.99,46.069,1573173419999,424209.65044,108,25.554,235306.57311,0
2019-11-08 00:37:00,9212,9212.63,9203.86,9204.65,114.447,1573173479999,1053631.23063,126,17.768,163588.76215,0
2019-11-08 00:38:00,9204.30,9206.71,9202.05,9202.14,50.341,1573173539999,463329.87983,103,27.254,250847.54497,0
2019-11-08 00:39:00,9202.22,9203.96,9196.24,9203.96,72.327,1573173599999,665390.38319,123,25.830,237667.26064,0
2019-11-08 00:40:00,9203.98,9210.04,9201.59,9205.37,92.121,1573173659999,848155.27536,136,56.017,515780.59277,0
2019-11-08 00:41:00,9205.10,9209,9204.56,9209,46.516,1573173719999,428249.79441,85,26.142,240687.87456,0
2019-11-08 00:42:00,9208.99,9211.98,9208.99,9211.98,22.939,1573173779999,211259.94186,63,22.567,207834.16893,0
2019-11-08 00:43:00,9211.99,9217.46,9211.61,9215.38,33.046,1573173839999,304516.03866,112,20.556,189429.82126,0
2019-11-08 00:44:00,9216.06,9216.70,9209.90,9210.88,27.823,1573173899999,256356.26506,88,3.762,34667.64192,0
2019-11-08 00:45:00,9210.92,9210.97,9210.03,9210.12,3.267,1573173959999,30090.34421,40,1.206,11107.45356,0
2019-11-08 00:46:00,9210.11,9211,9204.21,9208.56,38.341,1573174019999,353022.40724,73,4.743,43686.72956,0
2019-11-08 00:47:00,9208.57,9208.57,9205.35,9205.35,14.839,1573174079999,136625.05679,52,3.881,35732.24509,0
2019-11-08 00:48:00,9205.81,9208.14,9203.96,9208.10,20.153,1573174139999,185516.88077,56,16.874,155336.17623,0
2019-11-08 00:49:00,9208.10,9213.50,9208.10,9213.49,30.762,1573174199999,283338.27643,88,30.196,278125.49557,0
2019-11-08 00:50:00,9213.36,9216.65,9213.18,9216.17,14.875,1573174259999,137079.59157,73,11.946,110088.11200,0
2019-11-08 00:51:00,9216.59,9216.59,9214,9215,67.288,1573174319999,620096.85644,67,4.382,40381.09450,0
2019-11-08 00:52:00,9215,9215.86,9214.73,9214.73,6.026,1573174379999,55529.19950,31,5.704,52562.05611,0
2019-11-08 00:53:00,9214.76,9215,9207.61,9207.80,51.150,1573174439999,471156.17929,106,7.353,67734.22437,0
2019-11-08 00:54:00,9209.08,9211.20,9209,9209,14.293,1573174499999,131634.91638,30,11.487,105792.71504,0
2019-11-08 00:55:00,9209,9209.10,9207.99,9209.02,13.659,1573174559999,125776.18202,44,10.232,94217.86872,0
2019-11-08 00:56:00,9209.03,9212.28,9209.03,9212,13.438,1573174619999,123773.67791,46,12.427,114460.88987,0
2019-11-08 00:57:00,9212,9214.37,9210.34,9214.12,17.255,1573174679999,158958.56896,60,9.869,90923.67318,0
2019-11-08 00:58:00,9213.95,9215.86,9212.07,9215,11.258,1573174739999,103736.91383,47,10.020,92330.74575,0
2019-11-08 00:59:00,9215,9215,9207.95,9208.74,49.528,1573174799999,456149.90553,68,3.754,34566.85210,0
2019-11-08 01:00:00,9209.98,9234,9209.98,9229.75,155.898,1573174859999,1438207.76006,323,128.687,1187133.63756,0
2019-11-08 01:01:00,9229.80,9235.85,9221.38,9233.13,266.740,1573174919999,2461946.63668,539,143.227,1321983.84300,0
2019-11-08 01:02:00,9233.10,9239.28,9229.63,9232.14,63.534,1573174979999,586670.93204,209,28.185,260296.82584,0
2019-11-08 01:03:00,9232.14,9235,9231.54,9231.56,39.730,1573175039999,366868.36359,88,28.252,260891.77010,0
2019-11-08 01:04:00,9231.79,9232.46,9221.78,9225.26,95.077,1573175099999,877337.67184,164,32.164,296814.13479,0
2019-11-08 01:05:00,9225.26,9233.45,9225.11,9231.77,64.045,1573175159999,591063.71736,117,40.374,372586.46748,0
2019-11-08 01:06:00,9231.76,9234.80,9225.75,9228.02,84.341,1573175219999,778449.32234,148,39.289,362612.05206,0
2019-11-08 01:07:00,9228.02,9231.55,9227.52,9230.51,47.029,1573175279999,434050.44674,103,23.351,215515.14944,0
2019-11-08 01:08:00,9230.40,9233.88,9226.99,9230.25,82.213,1573175339999,758781.50452,152,48.988,452114.91018,0
2019-11-08 01:09:00,9230.18,9241.56,9229.82,9238.96,147.642,1573175399999,1363715.00516,231,131.502,1214663.14354,0
2019-11-08 01:10:00,9238.96,9239.24,9232.60,9235.73,28.010,1573175459999,258713.96571,91,8.062,74474.92624,0
2019-11-08 01:11:00,9234.56,9237.27,9228.77,9228.77,56.843,1573175519999,524748.67936,102,33.385,308160.64425,0
2019-11-08 01:12:00,9228.78,9230,9228.78,9229.09,6.261,1573175579999,57788.22881,22,5.806,53588.66700,0
2019-11-08 01:13:00,9229,9229.11,9224.82,9227.02,17.475,1573175639999,161258.76455,50,0.942,8693.20046,0
2019-11-08 01:14:00,9227.02,9228.70,9225.02,9225.59,36.111,1573175699999,333188.18335,77,10.354,95538.49366,0
2019-11-08 01:15:00,9225.52,9228.22,9225.44,9228.20,17.361,1573175759999,160184.26693,35,16.423,151528.42332,0
2019-11-08 01:16:00,9228.40,9230.46,9228.40,9230.46,11.329,1573175819999,104566.46716,35,6.799,62756.06214,0
2019-11-08 01:17:00,9230.46,9231.93,9230,9230.70,6.549,1573175879999,60454.63817,33,5.824,53762.39880,0
2019-11-08 01:18:00,9230.70,9235,9230.70,9233.80,64.840,1573175939999,598731.81457,117,21.263,196326.67378,0
2019-11-08 01:19:00,9234.90,9237,9234.10,9237,9.321,1573175999999,86082.23295,48,8.005,73928.95384,0
2019-11-08 01:20:00,9235.93,9238,9234.21,9235.09,25.026,1573176059999,231142.47694,66,21.656,200018.75803,0
2019-11-08 01:21:00,9234.92,9236.36,9234.73,9235.68,11.654,1573176119999,107630.98009,44,6.944,64133.43513,0
2019-11-08 01:22:00,9235.68,9238,9235.68,9236.94,17.756,1573176179999,164022.56483,54,11.231,103750.11085,0
2019-11-08 01:23:00,9236.94,9236.94,9231.64,9235.87,20.081,1573176239999,185453.32725,47,5.245,48441.20968,0
2019-11-08 01:24:00,9235.20,9238,9235.20,9236.25,15.682,1573176299999,144859.70243,53,15.446,142679.73257,0
2019-11-08 01:25:00,9236.66,9238,9236.66,9237.89,12.174,1573176359999,112460.08257,62,10.195,94179.44400,0
2019-11-08 01:26:00,9237.88,9240,9237.65,9239.72,35.083,1573176419999,324130.85366,83,18.486,170794.90888,0
2019-11-08 01:27:00,9239.75,9243.40,9239.75,9242.19,33.735,1573176479999,311748.33195,101,28.674,264977.78171,0
2019-11-08 01:28:00,9242.19,9242.90,9240.12,9240.12,23.058,1573176539999,213090.42443,80,2.563,23687.96488,0
2019-11-08 01:29:00,9240,9243.40,9240,9241.44,33.916,1573176599999,313440.76215,78,23.403,216278.25586,0
2019-11-08 01:30:00,9241.44,9245,9241.44,9242.73,88.142,1573176659999,814702.51908,167,58.283,538721.12483,0
2019-11-08 01:31:00,9242.57,9242.57,9237,9237.36,32.196,1573176719999,297478.58363,60,3.851,35580.56825,0
2019-11-08 01:32:00,9237,9237.36,9233,9234.48,34.666,1573176779999,320116.77110,76,14.741,136118.27741,0
2019-11-08 01:33:00,9234.99,9237.38,9232.87,9233.78,38.255,1573176839999,353267.08935,123,27.635,255201.27649,0
2019-11-08 01:34:00,9234.08,9240,9234.08,9235.01,18.185,1573176899999,167975.82249,50,7.350,67898.15387,0
2019-11-08 01:35:00,9235.01,9235.85,9233.55,9234.99,12.872,1573176959999,118867.59855,33,6.906,63776.49214,0
2019-11-08 01:36:00,9234.40,9236.02,9233.58,9233.58,9.421,1573177019999,87003.25229,23,6.558,60565.51516,0
2019-11-08 01:37:00,9233.90,9236.61,9233.89,9235.83,8.993,1573177079999,83054.69500,30,8.631,79711.89345,0
2019-11-08 01:38:00,9236,9239,9235.99,9239,18.592,1573177139999,171743.80997,52,17.059,157584.99575,0
2019-11-08 01:39:00,9239,9240,9237.68,9238.09,21.308,1573177199999,196866.01113,61,5.945,54926.72530,0
2019-11-08 01:40:00,9238.09,9239,9235.98,9235.98,23.726,1573177259999,219162.01933,63,7.665,70802.78018,0
2019-11-08 01:41:00,9236.40,9238.37,9235.97,9238,7.807,1573177319999,72117.26963,42,3.054,28211.26113,0
2019-11-08 01:42:00,9238,9239,9237.19,9237.50,7.088,1573177379999,65481.51791,40,5.389,49785.89024,0
2019-11-08 01:43:00,9238,9238.25,9236.65,9236.65,10.856,1573177439999,100280.91483,33,3.496,32293.89971,0
2019-11-08 01:44:00,9236.71,9236.71,9234.70,9234.70,23.640,1573177499999,218329.72080,34,5.170,47749.89397,0
2019-11-08 01:45:00,9234.70,9236.82,9234.65,9234.65,16.781,1573177559999,154981.75224,44,6.454,59607.63845,0
2019-11-08 01:46:00,9234.65,9235.09,9234.44,9234.44,14.162,1573177619999,130780.52596,43,2.214,20446.16020,0
2019-11-08 01:47:00,9234,9234.64,9233.59,9234.13,14.231,1573177679999,131411.53204,42,8.217,75876.36299,0
2019-11-08 01:48:00,9234.54,9235.51,9233.87,9235.51,15.995,1573177739999,147707.68992,28,10.827,99984.48806,0
2019-11-08 01:49:00,9234.16,9236.30,9234.16,9235.21,2.797,1573177799999,25832.51665,14,2.699,24927.49925,0
2019-11-08 01:50:00,9235.92,9235.92,9232.69,9233.40,14.108,1573177859999,130267.72468,36,3.087,28502.44872,0
2019-11-08 01:51:00,9233.40,9235.30,9230.46,9235.30,35.789,1573177919999,330441.34932,87,24.976,230615.90628,0
2019-11-08 01:52:00,9235.59,9237.92,9233,9237.85,40.209,1573177979999,371343.12677,68,27.214,251335.21810,0
2019-11-08 01:53:00,9236.80,9238.28,9233.60,9236.58,37.901,1573178039999,350072.05915,53,8.414,77721.61570,0
2019-11-08 01:54:00,9236.28,9237.20,9234.51,9234.51,11.914,1573178099999,110037.57197,19,5.844,53974.52766,0
2019-11-08 01:55:00,9234.80,9234.80,9225,9230.25,75.951,1573178159999,700936.12851,92,5.188,47882.00083,0
2019-11-08 01:56:00,9230.40,9230.40,9227.45,9228.04,26.169,1573178219999,241508.07575,62,8.644,79780.85558,0
2019-11-08 01:57:00,9228.04,9229.02,9225.63,9226.60,17.920,1573178279999,165342.06603,74,10.126,93429.91228,0
2019-11-08 01:58:00,9226.59,9226.59,9221,9225.41,58.488,1573178339999,539454.89498,143,27.901,257361.60631,0
2019-11-08 01:59:00,9225.50,9229.32,9225.48,9226.10,32.559,1573178399999,300452.23596,101,24.437,225511.10591,0
2019-11-08 02:00:00,9226.71,9231.68,9226.71,9228.24,19.032,1573178459999,175641.81201,77,16.974,156649.95255,0
2019-11-08 02:01:00,9229.10,9232.96,9228.82,9229.05,8.046,1573178519999,74266.77847,30,4.348,40137.87033,0
2019-11-08 02:02:00,9229.80,9233.86,9226.68,9232.96,23.636,1573178579999,218149.04812,55,9.732,89837.47789,0
2019-11-08 02:03:00,9233.17,9234,9230.25,9230.75,19.892,1573178639999,183648.69396,44,1.618,14939.94430,0
2019-11-08 02:04:00,9230.25,9230.28,9220.86,9224.25,59.589,1573178699999,549769.76960,89,0.999,9217.35586,0
2019-11-08 02:05:00,9224.55,9224.56,9222.94,9223.27,11.904,1573178759999,109799.32296,35,0.453,4178.53025,0
2019-11-08 02:06:00,9223.30,9227.28,9221.57,9221.98,28.536,1573178819999,263192.32204,92,19.697,181678.23770,0
2019-11-08 02:07:00,9222.08,9228,9222.08,9223.50,19.607,1573178879999,180873.38986,42,19.331,178328.09364,0
2019-11-08 02:08:00,9223,9223.65,9223,9223.40,3.985,1573178939999,36755.79553,21,3.889,35870.35303,0
2019-11-08 02:09:00,9223.40,9224.97,9223.40,9224.33,4.552,1573178999999,41987.93877,34,3.326,30679.09020,0
2019-11-08 02:10:00,9224.50,9228,9224.50,9227.29,15.848,1573179059999,146221.17842,62,10.251,94578.61494,0
2019-11-08 02:11:00,9227.30,9228,9226.06,9227.16,11.299,1573179119999,104256.11448,33,0.263,2426.94005,0
2019-11-08 02:12:00,9227.21,9227.98,9224.83,9225.80,9.743,1573179179999,89895.89609,42,5.596,51633.95921,0
2019-11-08 02:13:00,9225.79,9225.90,9223.68,9223.68,7.216,1573179239999,66570.10313,36,3.768,34761.68070,0
2019-11-08 02:14:00,9223.70,9223.86,9222.80,9223.78,4.421,1573179299999,40774.64086,25,0.721,6649.85884,0
2019-11-08 02:15:00,9223.63,9223.63,9221.99,9221.99,12.367,1573179359999,114052.53642,30,0.054,498.07602,0
2019-11-08 02:16:00,9221.99,9222,9220.02,9222,16.096,1573179419999,148419.05871,37,7.670,70729.25423,0
2019-11-08 02:17:00,9221.60,9225.57,9220.50,9221.90,29.280,1573179479999,270043.34431,84,20.923,192974.82201,0
2019-11-08 02:18:00,9222,9223.53,9220.62,9223.53,9.777,1573179539999,90174.25827,58,8.942,82473.37018,0
2019-11-08 02:19:00,9223.50,9228.85,9223.11,9226.41,35.292,1573179599999,325609.42521,90,21.627,199516.55304,0
2019-11-08 02:20:00,9226.41,9228.22,9225.65,9227.72,13.856,1573179659999,127847.52068,28,12.172,112309.90489,0
2019-11-08 02:21:00,9227.40,9230.01,9227.40,9230.01,7.452,1573179719999,68772.57384,34,6.769,62469.34984,0
2019-11-08 02:22:00,9229.98,9237.20,9229.72,9234.97,97.468,1573179779999,899969.88748,194,92.854,857363.07653,0
2019-11-08 02:23:00,9234.40,9238.67,9234.01,9237,17.159,1573179839999,158486.34124,87,10.664,98501.29082,0
2019-11-08 02:24:00,9236.10,9239,9235.08,9237.88,4.499,1573179899999,41555.06900,59,1.740,16074.34268,0
2019-11-08 02:25:00,9237.88,9239,9235.38,9238.04,10.244,1573179959999,94621.84679,57,2.196,20286.60744,0
2019-11-08 02:26:00,9237.90,9239.37,9235.48,9236.23,38.620,1573180019999,356759.23475,69,9.213,85114.68646,0
2019-11-08 02:27:00,9236.19,9238.08,9232,9232,43.205,1573180079999,398990.38544,51,7.878,72758.76961,0
2019-11-08 02:28:00,9234.58,9234.59,9224.95,9229.19,35.282,1573180139999,325638.77721,67,5.182,47837.65092,0
2019-11-08 02:29:00,9229.40,9231.69,9228.70,9231.08,24.060,1573180199999,222069.77611,37,15.875,146527.48784,0
2019-11-08 02:30:00,9230.80,9233.41,9230.80,9233.40,7.386,1573180259999,68190.19635,26,6.986,64497.45635,0
2019-11-08 02:31:00,9233.39,9239.09,9233.39,9239.09,59.205,1573180319999,546851.70349,124,46.456,429072.34458,0
2019-11-08 02:32:00,9239.09,9243.95,9238.21,9241.55,87.150,1573180379999,805320.50443,146,49.439,456843.43929,0
2019-11-08 02:33:00,9239.80,9241,9238.19,9239.49,26.160,1573180439999,241721.19486,96,7.420,68565.74485,0
2019-11-08 02:34:00,9239.50,9241,9239.03,9239.76,10.815,1573180499999,99930.71061,57,4.817,44510.97174,0
2019-11-08 02:35:00,9240.47,9241.90,9240,9241.85,26.791,1573180559999,247570.90708,80,15.239,140821.61097,0
2019-11-08 02:36:00,9241.84,9245,9240.99,9244.40,42.035,1573180619999,388559.37795,109,32.104,296772.94670,0
2019-11-08 02:37:00,9244.75,9245,9242.01,9244.61,38.459,1573180679999,355535.78637,97,22.216,205384.70228,0
2019-11-08 02:38:00,9244.61,9244.99,9234.76,9238.14,78.780,1573180739999,727809.58115,115,9.530,88054.87069,0
2019-11-08 02:39:00,9238.52,9245,9237.90,9244.29,56.888,1573180799999,525792.67744,148,38.507,355872.74545,0
2019-11-08 02:40:00,9244.29,9252.28,9244.29,9251.21,143.408,1573180859999,1326454.82795,257,113.905,1053548.34384,0
2019-11-08 02:41:00,9252.02,9252.99,9248.75,9248.75,98.204,1573180919999,908423.41854,123,10.015,92650.71235,0
2019-11-08 02:42:00,9248.74,9248.74,9237.37,9239.97,59.986,1573180979999,554457.02170,100,27.804,256960.77125,0
2019-11-08 02:43:00,9239.97,9240,9239.13,9240,36.646,1573181039999,338598.53122,85,29.177,269587.10078,0
2019-11-08 02:44:00,9241,9248.68,9240.90,9246.70,45.590,1573181099999,421510.17195,163,30.181,279053.89343,0
2019-11-08 02:45:00,9246.69,9250,9246.60,9248.76,53.871,1573181159999,498203.46891,145,41.261,381580.78242,0
2019-11-08 02:46:00,9248.76,9254.98,9248.64,9253.47,57.725,1573181219999,534089.22760,180,30.078,278273.83888,0
2019-11-08 02:47:00,9253.47,9256.70,9251.62,9256.10,52.425,1573181279999,485162.88343,165,35.329,326953.81002,0
2019-11-08 02:48:00,9256.10,9256.10,9250.87,9251.85,51.019,1573181339999,472112.98517,143,19.394,179465.70550,0
2019-11-08 02:49:00,9251.76,9251.76,9243.18,9243.49,56.893,1573181399999,526040.90724,104,5.930,54832.20033,0
2019-11-08 02:50:00,9243.32,9245,9242.73,9243.89,30.084,1573181459999,278107.49328,57,20.922,193415.73494,0
2019-11-08 02:51:00,9243.87,9243.87,9241.02,9241.67,28.266,1573181519999,261245.53280,68,1.672,15453.95583,0
2019-11-08 02:52:00,9241.67,9241.67,9239.89,9239.89,12.180,1573181579999,112547.03028,44,3.986,36832.61449,0
2019-11-08 02:53:00,9239.35,9241,9239,9241,24.446,1573181639999,225873.98075,65,21.159,195503.49146,0
2019-11-08 02:54:00,9241,9246.48,9241,9246.29,15.193,1573181699999,140453.61083,54,6.767,62549.18626,0
2019-11-08 02:55:00,9246.42,9248.35,9245.29,9245.40,26.907,1573181759999,248797.31984,95,5.958,55093.48228,0
2019-11-08 02:56:00,9245.40,9245.40,9240.12,9240.12,17.055,1573181819999,157646.63893,44,0.191,1765.41564,0
2019-11-08 02:57:00,9240.01,9243.26,9239.78,9241.65,27.140,1573181879999,250798.13608,60,20.318,187760.92482,0
2019-11-08 02:58:00,9241.90,9242.32,9240.95,9241.76,6.079,1573181939999,56181.17910,34,5.330,49259.46076,0
2019-11-08 02:59:00,9240.95,9242.98,9239.42,9241.50,12.301,1573181999999,113675.23100,36,8.014,74061.38959,0
2019-11-08 03:00:00,9241.41,9246.28,9240.45,9245.99,34.653,1573182059999,320372.04741,63,33.173,306689.20222,0
2019-11-08 03:01:00,9245.99,9247.77,9242.63,9244.57,19.984,1573182119999,184757.87229,69,1.947,18004.30091,0
2019-11-08 03:02:00,9244.43,9244.44,9240,9240,25.203,1573182179999,232946.30088,69,1.980,18300.47609,0
2019-11-08 03:03:00,9240,9240.09,9236,9239.82,92.120,1573182239999,850895.43278,65,8.102,74860.24752,0
2019-11-08 03:04:00,9239,9239.06,9235.95,9236.66,27.351,1573182299999,252640.38126,84,5.217,48190.40994,0
2019-11-08 03:05:00,9237.18,9237.18,9235.13,9235.53,9.719,1573182359999,89761.05445,56,1.818,16790.48914,0
2019-11-08 03:06:00,9235.26,9240.99,9235.26,9240.22,53.472,1573182419999,494031.21926,91,30.589,282608.71624,0
2019-11-08 03:07:00,9239.42,9240.88,9239.23,9239.53,4.161,1573182479999,38446.94551,26,0.448,4139.24509,0
2019-11-08 03:08:00,9239.53,9240,9236.08,9237.33,46.217,1573182539999,426941.74067,106,7.733,71431.87559,0
2019-11-08 03:09:00,9237.33,9237.33,9236,9237.20,11.472,1573182599999,105964.60763,96,4.728,43673.65264,0
2019-11-08 03:10:00,9237.20,9238,9236.63,9237,26.317,1573182659999,243099.74062,58,6.107,56414.70789,0
